title,text
New ECommerce Platform launches,"Bevana has launched a new e-commerce platform, allowing consumers in 42 states to buy and ship craft beer directly from producers around the world.
Bevana – formerly Community Brewing Ventures or CBV – was formed in 2020 to help small- and medium-sized craft beer producers get to market. Its portfolio of brands include Bay Cannon Beer Company (Tampa, Florida); Bold Mariner Brewing Company (Norfolk, Virginia); D9 Brewing Co. (Cornelius, North Carolina); Fatty’s Beer Works (Charleston, South Carolina); Side Hustle Brews & Spirits (United Arab Emirates); Steam Theory Brewing Co. (Dallas, Texas); Unknown Brewing (Newton, North Carolina); UpDog Kombucha (Newton, North Carolina); and Urban Brew Labs (Chicago, Illinois).
“Rather than buying inventory through the traditional three-tier system,” Bevana’s new platform “works directly with its partners” to connect drinkers to products, “without passing on hidden costs and fees to the customer,” according to a press release.
“Buying alcohol online has always been a frustrating, expensive process for many customers,” Matthew Juaire, Bevana’s director of e-commerce, said in the release. “Individual beverage companies can often only ship within their home state, and it’s a significant burden for them to manage even then. For other marketplaces, oftentimes they either have to warehouse enormous amounts of products that they may never be able to sell, or they have to buy it directly from a retailer. Either way, that’s a lot of added expense that usually gets passed on to the customer.
“With Bevana, we can offer an unbeatable selection of different beverages without that extra step,” he continued. “That gives us the ability to connect people and makers not only more affordably, but with better quality control and better service, wherever we ship.”
"
Cannabis Consolidation,"Global cannabis giant Tilray Brands announced amendments this week to its debt acquisition agreement with HEXO Corp, giving Tilray a 10.8% discount on the principal balance of HEXO.
In March, Tilray announced it would be taking on $211 million of debt from fellow Canadian-based cannabis producer HEXO, placing Tilray in a “significant equity ownership position.” Per the agreement, HEXO will pay Tilray an $18 million annual fee for “advisory services.” The “strategic alliance” is projected to create $80 million in “shared cost-saving synergies” for the two companies within two years, according to a press release.
The company reported that $185 million remain outstanding from HEXO’s debt, as well as accrued and unpaid interest. Through the amended agreement, Tilray will pay 89.2% of the outstanding principal balance. The agreement is expected to close July 15, although the amended agreements “extend the outside date for closing the transaction to August 1,” according to the release.
The two companies are still working on a commercial agreement, which would guarantee the production of HEXO products through Tilray (as a third party) and would require HEXO to source its cannabis products for international markets (outside U.S. and Canada) exclusively from Tilray. Tilray will also nominate two directors to HEXO’s board of directors, and one “board observer.”
“The strategic alliance with Tilray Brands accelerates HEXO’s operational turnaround and unlocks capital to expand our market leadership globally,” Charlie Bowman, HEXO’s president and CEO, said in the release. “The partnership is an essential next step in improving our capital structure, and we’re confident that the synergies realized will reset the industry.”
Tilray owns over 20 brands across 30 countries, including beverage-alcohol suppliers SweetWater Brewing, Green Flash, Alpine Beer Company, and Breckenridge Distillery. CEO Irwin Simon discussed some of Tilray’s ambitions on Brewbound Frontlines earlier this year. Watch here.
"
TTB product Approvals Up year over year,"TTB Product Approvals in 12 Months Through May Increase +2.1% YOY
The Alcohol and Tobacco Tax and Trade Bureau (TTB) approved more than 117,700 products in the 12-month period (through May 2022), a +2.1% increase year-over-year (YOY), bw166 reported.
About 43,600 beer products were approved in the period (+7.5% YOY), with 11,900 in the last three months (+9.1% YOY). Similarly, 22,400 spirits products were approved in the period (+9.1% YOY), with 6,500 approved in the last three months (+9.3% YOY).
Wine approvals declined -1.1% in the 12-month period with about 111,600 products approved, 33,400 of which were in the last three months (-5.4% YOY).
81,600 import products were approved in the period, increasing +3.5% YOY. However, the last three months were down -3.4% YOY with 24,100 approvals. About 96,100 domestic products were approved in the 12-month period (+1% YOY), 27,700 of which were in the last three months (+1.8% YOY).
"
Busch Family Brewing launching new Beer,"ST. LOUIS, Missouri – Attention beer fans! The much anticipated launch of two new beers created by an heir of the Busch Family legacy is here. Busch Family Brewing & Distilling Company is proud to announce that Adolphus German Style Pilsner and Gussie Bavarian Lager are now available at select pubs and restaurants in the St. Louis area.
Adolphus Pilsner is crafted with a keen eye on the traditional German technique of decoction. Decoction is when a portion of the mash is pulled off, boiled in another vessel, and then mixed back into the mash. This process accentuates the pilsner malt character. Rather than the water cracker characteristic it typically lends to a beer, it takes on more of a bread crust aspect in addition to darkening the wort and final beer. Adolphus Pilsner is made with German noble hops which lend a gentle floral, woodsy character. A lager yeast that accentuates the malt sweetness is used and the beer is allowed to clarify naturally over time.
Gussie Bavarian is a clean and smooth lager. It boasts a balance between the deep malt flavors and the hop bitterness. Hop character is restrained herbal, spicy, floral notes. This tasty brew pairs well with foods where it can cut through spice heat or fat (i.e. hamburger, cheese). It’s an ideal accompaniment for cheese dishes, especially ones with Colby. It works well as a counter to acidic foods.
“My family and I are carrying on the tradition of brewing some of the finest beers in the country,” says Billy Busch, owner and founder, along with his family, of Busch Family Brewing and Distilling.  “As you may have guessed, Adolphus Pilsner is in honor of my great grandfather, and Gussie Pilsner is an homage to my dad.” He continues, “we’re excited about the future and are eager to introduce more brands.”
Beer lovers can now enjoy the inaugural brews at the following eateries and pubs, with more locations being added daily.
Café Telegraph
Hessler’s Pub & Grill
Sam’s Steakhouse
Tompkins Riverside
Café Napoli
Culpepper’s
Mike Duffy’s Pub and Grill (Richmond Heights)
Sportsman’s Park
Tucker’s Place (Soulard and West)BeerSauce Shops (Creve Coeur & Sunset Hills) Craft Eats and Drinks
Busch is currently partnering with Urban Chestnut Brewing Company to brew the new offerings. Josh Hearst, the head brewer of  Busch Family Brewing & Distilling, oversees production.

"
PepsiCo planning more Alcoholic drinks in the future,"PepsiCo CEO Ramon Laguarta was asked just one question about the carbonated soft drink maker’s plans in the beverage alcohol space, during the company’s Q1 2022 earnings call Tuesday.
Asked about the launch of Hard MTN Dew in partnership with Boston Beer Company, and the company’s longer-term plans in the category, Laguarta said PepsiCo is “testing and learning at a fast speed” and “Boston Beer is learning how to market and improve the products,” as well.
“We’re also learning about how to distribute and sell low-alcohol beverages, which obviously have a lot of restrictions at the state and even municipality level,” Laguarta said of PepsiCo’s Blue Cloud Distribution branch. “We’re having to train our people in the right way and so on. So there’s a lot of test and learning, very encouraging learnings actually as we see in the consumers.”
Hard MTN Dew is “generating a lot of excitement” and garnering “a lot of initial trial,” Laguarta said. The product was initially launched in Iowa, Tennessee and Florida, followed by Arkansa, Oklahoma and Minnesota. The brand is expected to be in 15 states by the end of summer.
“As always, in these circumstances, we have to wait and see repeats and see really where the business stabilizes,” Laguarta said. “But I would say, good learnings for the organization. It’s still very early in the process of building the infrastructure and the talent base and pretty good response from the consumer.”
During Boston Beer’s Q1 earnings call last week, CEO Dave Burwick said Hard MTN Dew has received “the highest trial I’ve ever seen, ever, ever,” with a 27% share of flavored malt beverages (FMBs) in off-premise channels.
PepsiCo’s interest in bev-alc won’t stop at Hard MTN Dew, Laguarta said. He said to look for the company to “create new exciting products that will go through this platform in the future.”
“[A]s we learn more about the consumer, together with our partners, we’ll be able to innovate meaningfully in this category,” he added. “But as I said, too early, too early yet to call it a huge success.”
"
New Jersey craft breweries hit hard with legislative restrictions,"New Jersey craft breweries are “disheartened” after the state Division of Alcoholic Beverage Control (NJABC) moved forward on July 1 with special conditions for brewery license holders that limit brewers’ ability to host food trucks and events or sell beverages not produced on site, among other privileges.
The conditions – which the Brewers Guild of New Jersey (BGNJ) described as “discouraging” and their enforcement as “extremely problematic” – went into effect in 2019, but were largely unenforced during the COVID-19 pandemic. In the interim, the BGNJ attempted to negotiate revisions to the special ruling, but to no avail, executive director Eric Orlando wrote in a statement.
“Our organization offered several proposed changes in the last two years to regulators with the hopes that they would become part of these conditions in the interim and become the foundation of more permanent industry regulations moving forward,” he said.
“Instead, breweries in the state, still struggling from the economic impacts of the COVID-19 pandemic, and now also impacted by record inflation and ongoing supply chain issues, will be limited in their ability this summer and the foreseeable future to serve their customers and provide the types of local, community-centric hospitality options many in our state have become accustomed to and thoroughly enjoy,” Orlando continued.
Many Garden State craft breweries operate under the state’s limited brewery license, which allows them to brew, sell and distribute up to 300,000 barrels annually, as well as sell beer directly to the public on the brewery premises. However, brewery patrons are required by law to to take a tour of the brewery in order to drink on-site. To-go sales are capped at 15.5 gallons per person. Limited license breweries cannot operate a restaurant or sell food.
Limited licensees pay a graduated annual fee based on production:
$1,250 per year for volume up to 50,000 barrels;
$2,500 per year for volume between 50,001-100,000 barrels;
$5,000 per year for volume between 100,001-200,000 barrels;
$7,500 per year for volume between 200,001-300,000 barrels.
The limited brewery license took its current shape in 2012, before the taproom business model boom transformed craft breweries into destinations for on-premise consumption. NJABC observed that “the activities and practice of the limited breweries vary across the state and, in some instances, exceed the privileges of the limited brewery license.” In an attempt to balance the concerns of breweries and other licensed on- and off-premise retailers, NJABC issued special considerations on brewery licenses in the fall of 2018, but walked them back after what it called “a media controversy.”
NJABC took the next few months to consult with the state’s two brewers guilds (the BGNJ and the New Jersey Brewers Association), the New Jersey Licensed Beverage Association, the New Jersey Restaurant Association, the New Jersey Liquor Store Alliance and state legislators. That “informal fact finding” led to the creation of the 2019 conditions, which NJABC credited to “the plain language” of the statute that created limited brewery licenses and a “review of its legislative history.”
“The division cannot escape its original interpretation that the 2012 amendments to the limited brewery statute were enacted for the purpose of promoting the manufacture of craft beers and creating a demand for these products through limited consumption privileges on the brewery premises,” NJABC wrote.
Rather, NJABC envisioned that consumption in taprooms with limited brewery licenses would lead to a beer-enthusiastic public that would seek out beers from local breweries at on-premise retailers. It developed the 2019 conditions to create a taproom culture that would serve as a stepping stone instead of a final destination.
“The division believes the activities permitted under the 2019 special ruling strike a fair and appropriate balance between the interests of full retail license holders, such as restaurants and bars, and the craft brewing industry,” an NJABC spokesperson told Brewbound, adding that the division seeks to “work with all licensees to promote a fair and robust alcoholic beverage industry in New Jersey.”
However, the discrepancy between the nature of the licenses that breweries can obtain and those that on- and off-premise retailers need has created tension between the two groups.
“We have a very restrictive liquor license system and our liquor laws were created basically in the Prohibition era,” Scott Wells, director of sales at Carlstadt-based Bolero Snort and BGNJ board member, told Brewbound. “The availability of liquor licenses is tied back to the population of each municipality. Municipalities choose to not issue the full amount of licenses that they’re entitled to. Most of the licenses have been in families for generations, and the resale value on them at this point has reached $1 million to $2 million.”
By comparison, limited brewery licenses are manufacturing licenses given by the state and are not limited by population.
Bolero Snort sells about 95% of its volume through the three-tier distribution system. The brewery self-distributes within New Jersey and also ships to New York City (SKI), Massachusetts (Craft Collective), Pennsylvania (31st and Wharton) and Georgia (Modern Hops), according to its website. But, unlike Bolero Snort, some Garden State breweries do nearly all of their business over their own bars. A perception persists among retailers that most craft breweries with taprooms are competition instead of suppliers, which “creates an us versus them mentality,” Wells said.
“In other parts of the state, the bar owners aren’t buying beer the customers want,” he said. “They complain about ‘Oh, the brewery down the road stole my customers.’ Yeah, but you’re not offering your customers any local craft beer options. You’ve got the same distribution stuff on that you’ve had for the past 100 years and you won’t even take a meeting with the local guys. What do you expect the customers to do?”
So as not to funnel business away from restaurants and into taprooms, limited brewery license holders are “explicitly prohibited from selling food or operating a restaurant,” according to the 2019 conditions. This prohibition extends to inviting food trucks or pop-up vendors to set up on brewery grounds, which is particularly vexing to Wells.
“It’s really the most insulting thing on the list of conditions,” he said, adding that servers are required to become certified through TIPS (Training for Intervention ProcedureS) or a similar program, the training process for which is “three-and-a-half hours of ‘feed them, feed them, feed them, feed them, feed them.’”
Under their licenses, breweries are limited to 25 “on-premises special events” – roughly two per month – which NJABC defines as:
“Trivia/quizzo/game night;
Arts and crafts/paint and sip;
Live music/DJs/open microphone;
Games of skill;
Educational events and seminars;
Political fundraisers that are not organized by a not-for-profit, as defined in N.J.A.C. 12:2-5.1(a);
Movie or theatrical events;
Animal adoption events, to the extent permitted by local ordinance; or
Yoga or other similar types of classes.”
To host an event, breweries must notify NJABC 10 days in advance and must include:
“Description of special event to occur on licensed premises;
Date and time of event;
Estimated number of people in attendance;
Cover charge for event, if any;
Security for event to ensure no consumption by individuals under the legal age and no pass-offs; and
Name, address, and other contact information for outside vendor providing entertainment if any; and
Statement indicated that this is the [number] on-premises special event held on the licensed premises in the present calendar year.”
If breweries are selling event tickets, the “cover charge shall not include any free or discounted alcoholic beverages, and participants shall not be required to purchase any number of alcoholic beverages as a condition entry,” the conditions read.
“The new conditions have severely limited what we can do in our spectacular brewery with no true rhyme or reason to what is actually trying to be accomplished,” Jeremy Lees, president of Flounder Brewing in Hillsborough, told Brewbound.
Flounder, which moved into its current location – a 250-year-old repurposed Dutch barn – last summer, has found success with yoga classes and a meet-the-brewer session, but has decided to abandon both event series in light of the conditions.
“We can no longer host a small yoga start-up on a Sunday morning at 11 a.m., who found our venue perfect for her yoga class, as these count against our 25 ‘live events’ per year and yoga isn’t at the top of the list for us to utilize the 25,” Lees said. “We can no longer conduct our Brewer’s Hour, which was an hour on a Sunday where customers could pay to receive two beers and hear our brewer talk about the intent behind the beers and provide beer education.
“The conditions do not allow us to sell a ticket that includes beer and an event such as this would also count against our 25,” he continued. “We just don’t have enough live events available.”
The conditions also cap the number of private events breweries can host to 52, which translates to one per week, something that has been particularly limiting for Flounder since the opening of its new space.
“Many people want to host private parties or weddings at [our] beautiful setting, but we can only host 52 private events per year so these conditions even limit the amount of private functions we can use our space for,” Lees said. “Our brewery has become a tourist attraction in our county and brings visitors from hours away and we work together with our local and county tourism boards to work on ways to bring those visitors to other places in the area once they are with us.
“Everything about the special ruling and conditions is counteractive to what craft beer has proven all across the country — a valuable asset to tourism, economic development and positive impacts on all types of local establishments,” he continued.
For a state with more than 9 million residents, New Jersey’s craft beer industry lags behind states of similar size in several metrics tracked by the Brewers Association (BA), the trade group representing the country’s small and independent craft brewers. New Jersey’s 141 craft breweries amount to two breweries per capita (per 100,000 legal-drinking-age adults), ranking 45th nationwide. Last year, those breweries produced 213,656 barrels of beer, about one gallon per LDA adult, ranking 46th nationwide.
The BGNJ, which Wells estimated represents about one-third of the state’s breweries, has called on Gov. Phil Murphy’s administration to “recognize the need for reform in the wake of the pandemic to keep our local beer industry growing.”
“We hope forthcoming regulations issued by NJABC later this year utilize our recommendations for the good of the dozens of small businesses which make up the state’s craft beer industry,” Orlando wrote on behalf of the guild. “While we understand the NJABC is only empowered to enforce the laws as written, our guild believes the imposition of these broad conditions at this juncture by the division is extremely problematic and need[s] to be remedied.”
"
Bang Energy files motion to vacate fine,"Bang Energy maker Vital Pharmaceuticals’ motion to vacate a $175 million arbitration award was denied last week, clearing the way for Orange Bang and Monster Energy Company to collect damages plus a 5% royalty on all future net sales of Bang-branded products.
The award — in addition to nearly $10 million in attorney’s fees and costs — had been granted in April after family-owned beverage maker Orange Bang and Monster Energy Company successfully argued to an arbitrator that VPX was liable for breach of contract and trademark infringement by falsely claiming its products contain creatine.
The case stems from a 2009 trademark infringement filed by Orange Bang against VPX, which had granted it permission to use the Bang trademark on creatine-based products or other beverages that are marketed exclusively in vitamin and supplement channels.
Speaking at BevNET Live Summer 2022 last month, Bang’s outspoken CEO Jack Owoc dismissed the ruling as “the false ruling of a rogue arbitrator who has no background in science.”
“Never sign a contract that has arbitration, because it’s a circumvention of the legal system,” he said. “Don’t sign it. Go to court. Due process.”
In his June 30 decision confirming the arbitration award, Judge Dale S. Fischer wrote, “The arbitrator in this case appears to have taken great care with both the factual issues and the law.”
“In short, there is no basis to find that the award was ‘completely irrational’ or that the arbitrator engaged in ‘manifest disregard of the law,’” he wrote. “At most, Plaintiffs’ arguments suggest that the arbitrator may have been incorrect in his rulings, but that falls far short of the standard for vacating an arbitration award.”
Owoc did not respond to a request for comment.
"
New American Whiskey Brands,"Pernod Ricard announced last week the launch of The American Whiskey Collective, a new business unit dedicated to the company’s American whiskey portfolio that will pursue growth by investing in the “new fashioned” brands’ innovation, according to the division’s newly appointed head, Craig Johnson.
“When you look at American whiskey brands, one of the tried and true formulas [for growth] is through innovation,” said Johnson.
While the French company owns powerhouse Irish and Scotch whiskeys like Jameson and Ballentine’s, Pernod Ricard’s state-side focus is on premium, non-traditional challenger brands. Rabbit Hole, acquired in 2019, is known for distinct grain mixes and limited edition releases. Lesser known spirits like Smooth Ambler and TX Whiskeys joined the portfolio in 2016 and 2019, respectively. And since its acquisition of Jefferson’s Bourbon three years ago, growth of the brand has more than doubled, according to Johnson. Part of that success can be attributed to Jefferson’s forward-thinking founder, Trey Zoeller, whose experiments in aging include Jefferson’s Ocean Aged at Sea Rye.

“Our brands are kind of non-traditional American whiskeys and we’re really proud of that,” he said. “The consumers of American whiskeys look to get unique products, whether it’s unique recipes like Rabbit Hole has or unique aging like Jefferson’s Ocean.”
American whiskey sales are expected to account for a significant amount of Pernod Ricard USA’s total volumes within the next five to 10 years. The category has been enjoying a resurgence recently —and different processes, flavors and aging techniques are part of the increased interest, according to Drizly BevAlc Insights. American whiskey volume has been accelerating over the last decade, growing from 16 million nine-liter cases in 2011 to 29.7 million in 2021, according to the Distilled Spirits Council of the U.S.
An interest in local products could also be giving distillers a boost, especially as whiskey production has expanded out from traditional regions. Smooth Ambler is distilled in West Virginia and TX is made near Fort Worth, Texas.
“There is that macro trend of people wanting local products. They want products from the U.S., but they also want craft and high quality products,” said Johnson.
The collective will build on the models of two similar divisions, the Gin Hub and House of Tequila, that boost smaller brands with operations and marketing support.
“The focus and the attention that these new business units can bring to categories can be a real driver of the business and a real strength,” he said.

Expect to see new offerings similar to Rabbit Hole’s limited edition releases and a TX-branded ready-to-drink product that recently launched in Texas. Advertising support will also be a priority: Johnson and the team are considering nontraditional media approaches that have been effective in previous campaigns, such as its 13-minute documentary on Jefferson’s founder. Expect some celebrity presence too— TX recently teamed up with actor Scott McNairy for a series of spots aimed at millennial drinkers and highlighting its roots as a uniquely Texas brand.
Establishing a consolidated global footprint is also a priority, starting with Western Europe and Asia. American whiskey exports have enjoyed growth as of late, with annual sales now exceeding 20 million cases. Pernod Ricard itself saw global sales surge by double digits in the first half of fiscal year 2022, with organic growth up 17%, thanks to the strength of the U.S. dollar and the Chinese yuan, according to the company’s latest earnings report.

With the opportunity clear, the French spirits conglomerate will support The American Whiskey Collective with the “infrastructure, marketing investment levels and innovation support” that match its “ambitious performance goals.” That will be the task ahead for division leaders Johnson, a member of Pernod Ricard USA’s executive team and an 18-year company veteran, and Jessica Chen, vice president of operations for American whiskies.
“We feel that we can start with global growth because we’re in a place that from an operations standpoint we can help fund global growth behind these brands now, and we’re in a place from a supply chain standpoint that we can deliver,” said Johnson.
"
Sustainability results in Profits from top Ten Beverage Distribution,"Top-ten beverage distributor engages industry-leading sustainability firm to reduce costs and greenhouse gas emissions throughout its operations.
Double Green, a provider of sustainable solutions that reduce costs and carbon emissions, announced that Crescent Crown Distributing is leveraging Double Green’s expertise to meet its sustainability goals, reduce costs and make the business and its facilities more resilient.
Sustainability is not a new endeavor for Crescent Crown, with operations in Arizona and Louisiana. Since 2012, the beer, spirits, and non-alcoholic beverage distributor has been running its Arizona warehouse operations through its own rooftop solar power system, and added almost 100% more solar capacity through a carport system installed in 2020.
“We’re proud of our results in reducing our environmental impact from our investments over the years. We are committed to being a national leader in everything that we do. By partnering with Double Green, we’ll have a roadmap for continuous sustainable improvement to quantifiably reduce our environmental impact and that of the brands we represent,”  said James R. Moffett, President of Crescent Crown Distributing.
Molly Reilly, President of Double Green, said, “Crescent Crown is known as a sustainable leader in the beer and beverage and logistics industry. We’re thrilled to support their goals of delivering a truly sustainable plan measuring and communicating their financial and environmental savings.”
Neil Baier, Vice President of Finance for Crescent Crown Distributing, said, “We’ve seen the financial value in our Arizona renewable energy investments, and with Double Green’s help, we are certain we will find even greater savings.”
“We’re committed to sustainability and continuous improvement, but we can’t lose our focus on doing what we do best, selling and delivering our supplier’s beverages to retail,” said Baier. “I am therefore really excited to have Double Green do the heavy lifting, evaluating the solutions and quantifying the returns to support our business goals to ensure our facilities have long-term sustainability.”
"
AB Passes on acquiring craft Brewing Alliance,"The deadline for Anheuser-Busch InBev to make a qualifying offer to acquire the remaining stake of Craft Brew Alliance (CBA) came and went today without an offer.
The world’s largest beer manufacturer, which already owns 31.3 percent of the smaller Portland, Oregon-headquartered craft beer maker, had until today, August 23, to either make an offer for the remaining stake in the company at a minimum of $24.50 per share (about $328 million) or pay a $20 million fee.
Ultimately, A-B decided to pay a one-time $20 million fee to CBA, whose brands include Kona Brewing, Widmer Brothers, Redhook, Omission, Square Mile Cider, Wynwood Brewing, Cisco Brewers and Appalachian Mountain Brewery, as well as the pH Experiment.
In a statement, A-B Brewers Collective president Marcelo “Mika” Michaelis said:
“The long-standing and strong partnership we have with Craft Brew Alliance (CBA) is extremely valuable to Anheuser-Busch. While we are not making an offer to purchase the remaining shares of CBA, our existing commercial partnership with CBA continues to be a key complement to our industry-leading craft portfolio and we look forward to working together for many years to come.”
In a separate statement, Andy Thomas, CEO of CBA, called A-B’s decision “disappointing” but said with the company’s immediate ownership situation now clear, “management can turn its attention to refining strategic alternatives to maximize shareholder value.”
“Over the past several years, we have built a sustainable infrastructure, optimized our footprint, and amassed a diversified portfolio of brands to support future profitable growth anchored by robust growth in the Kona brand and the addition of our three newly acquired brands,” he said. “Looking to the future, we are optimistic that our healthy balance sheet, bolstered by the $20 million payment, and strategic investments in innovation and increased brand awareness will enable us to deliver long-term shareholder value. We look forward to sharing more details of our growth plan in the coming weeks.”
Still, more questions remain than answers. Chief among them, why did A-B pass on the opportunity to acquire CBA and its fast-growing Kona Brewing brand, which is on pace to be a 500,000-barrel brand by year end? And, moving forward, what is A-B’s interest in the company?
Due to the size of CBA, such a transaction would have necessitated review and approval by the U.S. Department of Justice and the Federal Trade Commission under the Hart-Scott-Rodino Antitrust Improvements Act of 1976.
The prospect of a qualifying offer had hung over CBA in recent years, and a transaction seemed to make sense as CBA’s route to market is closely aligned with A-B through brewing, distribution and export contracts. However, those deals will remain in place for up to another seven years, at CBA’s election, including a Master Distributor Agreement (MDA) to leverage A-B’s wholesaler network at $0.25 per case through 2028, the ability to contract brew up to 300,000 barrels at A-B’s production facilities at a savings of $10 per barrel; and export opportunities through A-B subsidiaries.
Without the spectre of an A-B offer, CBA is now free to explore other options unencumbered, including a potential sale to another buyer.
Following CBA’s Q2 earnings report earlier this month, Thomas told Brewbound that there are “an infinite number of possibilities” for CBA in the event an A-B never materialized. Nevertheless, A-B will still have a say in any potential deal, holding two seats on CBA’s eight-member board.
CBA now reaps $20 million to use as it sees fit. In a “Quick Take” report today, Cowen managing director for beverages, cannabis and tobacco Vivien Azer suggested CBA could use that windfall to restructure its business, pay down debt, repurchase shares, or invest behind Kona and new innovations in the “beyond beer” space.
A-B passing on an outright acquisition of CBA comes just weeks after the company announced a deal for Cleveland, Ohio-based Platform Beer Co., the company’s first craft acquisition since purchasing North Carolina’s Wicked Weed in 2017.
CBA will hold a conference call on Thursday, September 5, to give an update on its business strategy moving forward, as well as full-year 2019 financial projections.
"